,,,,,,,,,,,,,Asignatura,Nombre Asig.,Créditos Asignatura,Asig. Referenciadas,Sección,Descrip. Evento,Horario,Profesor,Sede,Cat. Paquete,Paquete,Vac. Paquete
,,,,,,,,,,,,,CFG2394,"TRANSHUMANISMO, DIGNIDIDAD Y DDHH",5,,Sección 1,CÁTEDRA DE FG01,JU 16:00 - 17:20; MA 17:25 - 18:45,MORALES PAULINA,S-SANTIAGO,Vacantes FG,CFG2394_FG01,55
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG2397,MEMORIA EN AMÉRICA LATINA,5,,Sección 1,CÁTEDRA DE FG01,MA VI 10:00 - 11:20,GALLARDO MILENA SUSANA,S-SANTIAGO,Vacantes FG,CFG2397_FG01,55
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG5013,INDIGENOUS POPULATION IN CHILE,5,,Sección 1,CÁTEDRA FG01,JU 10:00 - 12:50,ROSSI ALEJANDRO,S-SANTIAGO,Vacantes FG,CFG5013_FG01,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG5014,ENVIRONMENT AND SUSTAINABLE DEVELOPMENT,5,,Sección 1,CÁTEDRA FG01,MI 17:25 - 18:45; VI 13:00 - 14:20,GONZALEZ CLAUDIA ANDREA,S-SANTIAGO,Vacantes FG,CFG5014_FG01,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG5012,DOING BUSINESS IN LATIN AMERICA,5,,Sección 1,CÁTEDRA FG01,MI 08:30 - 11:20,RAMIREZ GUILLERMO,S-HUECHURABA,Vacantes FG,CFG5012_FG01,35
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1138,DISCENIMIENTO ETICOS ACTUALES,5,,Sección 1,CÁTEDRA FG01,LU 11:30 - 12:50,,S-ALBHURTADO,Vacantes FG,UAH1138_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1135,TEOLOGIA Y DESAFIOS CULTURALES,5,,Sección 1,CÁTEDRA FG01,LU VI 08:30 - 09:50,,S-ALBHURTADO,Vacantes FG,UAH1135_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1136,CRISIS DE LA IGLESIA,5,,Sección 1,CÁTEDRA FG01,MA 08:30 - 09:50,,S-ALBHURTADO,Vacantes FG,UAH1136_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1137,LA PERSONA EN EL CORAZON DEL DESARROLLO,5,,Sección 1,CÁTEDRA FG01,VI 08:30 - 09:50,,S-ALBHURTADO,Vacantes FG,UAH1137_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1139,HISTORIA DEL ARTE CRISTIANO,5,,Sección 1,CÁTEDRA FG01,VI 11:30 - 12:50,,S-ALBHURTADO,Vacantes FG,UAH1139_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1140,"FEMINISMO, DERRECHO MUJER Y REFLEXIONES",5,,Sección 1,CÁTEDRA FG01,LU 13:00 - 15:50,,S-ALBHURTADO,Vacantes FG,UAH1140_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1141,DERECHOS HUMANOS E IGLESIA EN CHILE,5,,Sección 1,CÁTEDRA FG01,MI 14:30 - 15:50,,S-ALBHURTADO,Vacantes FG,UAH1141_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1142,BUEN VIVIR/CIENCIA/FE,5,,Sección 1,CÁTEDRA FG01,VI 14:30 - 15:50,,S-ALBHURTADO,Vacantes FG,UAH1142_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1143,RELIGIÓN EN LA SOCIEDAD CONTEMPORÁNEA,5,,Sección 1,CÁTEDRA FG01,MA 14:30 - 15:50,,S-ALBHURTADO,Vacantes FG,UAH1143_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1144,LAS BASES DEL DIÁLOGO INTERRELIGIOSO,5,,Sección 1,CÁTEDRA FG01,LU 14:30 - 17:20,,S-ALBHURTADO,Vacantes FG,UAH114_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1145,VIDA EN VIÑETAS,5,,Sección 1,CÁTEDRA FG01,VI 08:30 - 11:20,,S-ALBHURTADO,Vacantes FG,UAH1145_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1147,LA IGLESIA ANTE EL NACIONALSOCIALISMO AL,5,,Sección 1,CÁTEDRA FG01,MA 16:00 - 17:20,,S-ALBHURTADO,Vacantes FG,UAH1147_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1151,INDAGANDO LOS MARGENES DEL FUTURO,5,,Sección 1,CÁTEDRA FG01,LU 11:30 - 12:50,,S-ALBHURTADO,Vacantes FG,UAH1151_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,UAH1153,CONTRIBUCIÓN DEL JUDAISMO Y MUNDO ACTUAL,5,,Sección 1,CÁTEDRA FG01,LU 17:25 - 18:45,,S-ALBHURTADO,Vacantes FG,UAH1153_FG01,2
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG5021,EXPLORING THE SOLAR SYSTEM AND BEYOND,5,,Sección 1,B-LEARNING 01,VI 10:00 - 12:50,YANG BIN,S-SANTIAGO,Vacantes FG,CFG5021_CB01,30
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG5023,PATRIMONIO EN TENSIÓN,5,,Sección 1,CÁTEDRA 01,MA 11:30 - 14:20,VERGARA XIMENA ANDREA,S-SANTIAGO,Vacantes FG,CFG5023_FG01,55
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG5022,GENOMA:LA NUEVA ERA SELECCIÓN GENÉTICA,5,,Sección 1,CÁTEDRA 01,MI JU 16:00 - 17:20,AEDO GERALDINE DEL CARMEN,S-HUECHURABA,Vacantes FG,CFG5022_FG01,45
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG5024,ESCRITURA ARTIFICIAL,5,,Sección 1,CÁTEDRA 01,JU 14:30 - 17:20,ROSSI ALEJANDRO,S-SANTIAGO,Vacantes FG,CFG5024_FG01,55
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG5025,HISTORIA DE LAS TECNOLOGIAS DE LA MIRADA,5,,Sección 1,CÁTEDRA 01,MA JU 16:00 - 17:20,SANTA CRUZ JOSE MIGUEL,S-SANTIAGO,Vacantes FG,CFG5025_FG01,55
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CFG5026,CÁTEDRA ABIERTA LITERATURA HISPANO,5,,Sección 1,CÁTEDRA FG01,MA JU 11:30 - 12:50,BISAMA ALVARO SALVADOR,S-SANTIAGO,Vacantes FG,CFG5026_FG01,55
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,7397
